Date,Average Daily Total Cloud Cover [oktas],Average Daily Wind Speed [m/s],Average Daily Temperature [°C],Average Daily Relative Humidity [%],Average Daily Station-Level Pressure [hPa],Daily Precipitation Sum [mm],Night Precipitation Sum [mm]
2015-10-26,3.6,3.6,8.3,81.4,1023.6,0.0,0.0
2015-10-27,2.4,1.6,4.7,92.5,1025.0,0.0,0.0
2015-10-28,4.8,2.5,5.2,89.4,1023.2,0.0,0.0
2015-10-29,2.5,0.0,0.0,0.0,1021.4,0.0,0.0
2015-10-30,3.4,1.6,5.5,90.8,1030.8,0.0,0.0
2015-10-31,2.4,3.5,4.2,92.1,1036.3,0.0,0.0
2015-11-01,4.5,3.6,6.4,85.3,1029.9,0.0,0.0
2015-11-02,7.8,2.1,8.7,92.6,1026.7,0.0,0.0
2015-11-03,8.0,3.9,6.5,96.1,1023.2,0.0,0.0
2015-11-04,8.0,2.4,3.6,95.5,1019.6,0.0,0.0
2015-11-05,8.0,3.1,5.2,93.8,1023.1,0.1,0.0
2015-11-06,8.0,5.8,4.8,91.0,1022.4,5.4,5.5
2015-11-07,7.9,4.8,6.2,97.1,1018.8,0.0,2.7
2015-11-08,4.9,7.8,11.5,79.3,1014.8,0.0,0.0
2015-11-09,7.1,4.4,8.7,86.3,1012.4,6.9,0.8
2015-11-10,8.0,7.3,12.6,88.0,1005.0,1.7,0.0
2015-11-11,7.4,6.3,14.0,83.3,1011.0,0.0,0.6
2015-11-12,4.6,6.6,11.8,82.1,1015.0,0.0,0.0
2015-11-13,6.0,4.5,7.7,91.9,1018.1,0.0,0.0
2015-11-14,6.0,7.9,7.2,79.5,1009.5,1.3,0.6
2015-11-15,5.8,3.6,5.3,89.8,1004.6,0.0,0.0
2015-11-16,6.0,4.0,4.1,96.8,1009.3,0.0,0.0
2015-11-17,7.4,3.4,9.5,95.0,1004.2,0.2,2.6
2015-11-18,6.4,6.4,10.3,88.9,996.9,1.8,1.2
2015-11-19,6.8,6.3,9.3,83.3,997.8,0.4,0.1
2015-11-20,6.9,4.4,6.9,84.0,994.8,0.4,1.2
2015-11-21,5.8,2.8,4.9,75.3,993.8,0.0,1.7
2015-11-22,7.5,2.8,2.6,91.0,999.0,5.6,0.0
2015-11-23,7.1,3.9,1.8,90.6,1013.7,0.0,0.0
2015-11-24,5.0,4.9,0.4,85.5,1018.3,0.0,0.0
2015-11-25,5.6,6.1,0.1,82.8,1008.4,0.0,0.0
2015-11-26,8.0,3.5,2.1,87.3,1011.6,0.0,0.0
2015-11-27,2.3,4.3,2.0,87.0,1017.0,0.0,0.0
2015-11-28,5.1,6.1,0.3,88.3,1007.5,0.0,0.0
2015-11-29,5.8,5.8,3.4,87.5,1003.7,0.0,0.4
2015-11-30,5.8,8.0,5.1,80.6,998.0,0.6,6.9
2015-12-01,4.9,6.3,4.2,82.8,1005.9,0.5,0.0
2015-12-02,4.5,3.0,3.8,91.3,1019.1,0.5,0.1
2015-12-03,7.1,3.4,8.0,91.0,1024.0,0.0,0.0
2015-12-04,6.9,7.1,6.8,80.8,1019.6,0.0,0.0
2015-12-05,6.8,6.9,7.8,72.1,1018.7,0.0,0.0
2015-12-06,5.9,8.0,8.5,64.1,1013.6,0.0,0.0
2015-12-07,4.0,5.3,7.3,77.4,1025.8,0.0,0.0
2015-12-08,5.5,3.9,1.8,97.4,1034.3,0.0,0.0
2015-12-09,7.3,4.8,6.0,93.8,1027.1,1.1,0.0
2015-12-10,3.9,4.4,3.4,87.3,1028.5,0.0,0.0
2015-12-11,6.3,5.3,2.0,89.4,1016.3,0.9,0.0
2015-12-12,5.3,5.0,3.9,85.6,1010.8,0.0,0.2
2015-12-13,7.4,5.4,3.5,91.0,1009.0,8.2,0.1
2015-12-14,5.1,3.1,0.8,81.0,1023.3,0.0,0.0
2015-12-15,5.6,2.1,0.0,90.6,1026.5,0.0,0.0
2015-12-16,4.5,3.1,-2.8,95.8,1029.8,0.0,0.7
2015-12-17,7.8,4.3,3.3,97.4,1018.1,0.1,0.0
2015-12-18,7.5,4.6,9.7,91.0,1014.2,0.0,0.0
2015-12-19,6.5,4.3,9.4,86.3,1017.1,0.0,0.0
2015-12-20,7.0,4.9,8.6,91.0,1017.2,0.0,0.0
2015-12-21,6.1,4.1,7.8,92.4,1014.1,2.7,3.3
2015-12-22,6.5,8.1,8.6,78.8,1011.1,0.0,0.0
2015-12-23,5.4,6.8,10.7,82.4,1013.9,0.3,0.0
2015-12-24,3.5,5.5,5.2,85.4,1023.6,0.0,0.0
2015-12-25,4.1,5.0,6.4,80.3,1019.4,0.0,3.0
2015-12-26,7.3,2.8,4.9,94.6,1015.6,12.9,7.0
2015-12-27,7.6,3.8,5.7,94.9,1020.1,0.1,0.1
2015-12-28,6.8,5.4,4.4,82.8,1027.5,0.4,0.0
2015-12-29,2.3,4.1,-1.4,69.4,1039.8,0.0,0.0
2015-12-30,1.9,5.3,-3.7,83.6,1040.9,0.0,0.0
2015-12-31,0.3,6.3,-4.2,70.5,1031.3,0.0,0.0
2016-01-01,1.5,5.0,-6.9,74.6,1028.7,0.0,0.0
2016-01-02,3.5,5.9,-8.8,67.9,1033.2,0.0,0.0
2016-01-03,0.3,3.6,-12.0,75.8,1026.1,0.0,0.0
2016-01-04,1.6,3.5,-11.2,69.6,1008.3,0.0,0.0
2016-01-05,3.3,1.9,-11.5,76.0,1005.1,0.0,0.0
2016-01-06,2.3,2.3,-11.5,83.0,1008.2,0.0,0.0
2016-01-07,4.4,3.8,-9.6,73.6,1008.4,0.0,0.0
2016-01-08,7.9,4.9,-5.4,86.3,1000.7,0.3,0.5
2016-01-09,7.1,2.5,0.1,90.9,1004.5,0.0,0.0
2016-01-10,7.5,5.4,0.2,87.8,1003.2,0.0,0.0
2016-01-11,8.0,3.6,0.2,94.5,994.3,0.9,0.0
2016-01-12,8.0,2.5,1.1,88.3,991.4,0.0,0.8
2016-01-13,7.8,4.5,0.4,82.9,998.8,0.8,0.0
2016-01-14,7.3,3.5,-1.0,81.9,1008.3,0.1,0.3
2016-01-15,7.8,2.4,-0.3,94.0,1008.6,0.0,0.0
2016-01-16,6.4,3.1,-2.1,73.0,1015.1,0.0,0.0
2016-01-17,5.1,3.3,-3.4,77.8,1018.5,0.0,0.0
2016-01-18,2.1,2.9,-5.5,84.3,1018.9,0.0,0.0
2016-01-19,6.0,4.1,-5.6,84.1,1012.8,0.4,0.1
2016-01-20,6.8,5.5,-3.4,81.4,1008.1,0.4,5.8
2016-01-21,6.8,3.8,-1.0,84.3,1019.3,0.0,0.0
2016-01-22,4.9,3.8,-3.6,81.5,1030.4,0.0,0.0
2016-01-23,4.0,3.9,-9.7,84.1,1028.0,0.0,0.0
2016-01-24,7.3,3.0,-1.1,90.9,1025.7,0.0,0.6
2016-01-25,8.0,2.1,1.8,96.4,1019.7,0.1,0.4
2016-01-26,7.5,4.4,3.6,93.1,1016.1,0.0,0.0
2016-01-27,7.5,5.3,6.4,94.1,1008.7,0.0,0.6
2016-01-28,5.6,8.6,6.5,77.5,1008.6,0.0,0.0
2016-01-29,5.5,6.0,4.0,76.9,1015.4,0.0,0.0
2016-01-30,7.8,6.5,7.0,82.0,1004.7,0.1,2.6
2016-01-31,6.6,5.8,2.9,83.0,997.9,0.0,0.0
2016-02-01,6.1,5.9,3.5,79.8,1004.2,0.0,0.1
2016-02-02,6.4,7.1,7.6,74.3,999.9,0.0,0.6
2016-02-03,5.6,8.3,4.5,75.8,1000.5,0.0,0.8
2016-02-04,4.4,5.6,2.0,84.8,1007.7,0.0,0.0
2016-02-05,3.8,3.9,1.2,80.1,1017.0,0.0,0.0
2016-02-06,7.0,4.8,3.1,93.0,1015.6,0.0,0.0
2016-02-07,3.5,6.4,4.5,83.3,1006.3,0.0,0.6
2016-02-08,5.4,6.4,6.0,79.0,999.0,0.0,0.0
2016-02-09,4.9,6.3,6.5,73.1,992.7,0.0,0.0
2016-02-10,7.3,5.0,6.2,73.8,988.2,0.0,0.0
2016-02-11,6.1,2.4,2.2,83.8,994.8,0.0,0.5
2016-02-12,7.3,3.5,2.8,88.1,999.8,0.0,0.4
2016-02-13,5.9,2.3,0.9,92.5,999.0,0.0,0.0
2016-02-14,8.0,2.3,2.9,90.0,994.3,0.0,0.1
2016-02-15,8.0,3.6,3.7,94.6,1006.2,1.9,1.0
2016-02-16,6.5,4.3,2.3,74.1,1030.3,0.0,0.0
2016-02-17,2.8,4.5,-0.4,79.5,1032.0,0.0,1.9
2016-02-18,6.9,4.5,3.7,85.1,1017.3,0.0,0.5
2016-02-19,8.0,3.3,2.4,85.6,1016.2,1.4,0.0
2016-02-20,7.1,5.0,1.9,86.4,1010.8,0.2,1.7
2016-02-21,7.0,4.8,5.2,82.8,999.5,0.0,4.5
2016-02-22,7.4,5.8,5.2,83.3,993.9,0.1,0.0
2016-02-23,5.9,4.6,4.3,78.6,1001.4,0.0,0.0
2016-02-24,6.5,5.1,3.0,81.6,1006.2,0.0,0.0
2016-02-25,3.9,4.4,1.0,78.5,1007.3,0.0,0.0
2016-02-26,3.1,3.8,0.4,80.1,1009.2,0.0,0.0
2016-02-27,3.3,3.1,-0.2,89.6,1015.6,0.0,0.0
2016-02-28,3.5,1.6,0.2,86.4,1018.8,0.0,0.0
2016-02-29,5.4,4.0,1.6,80.4,1025.2,0.0,0.0
2016-03-01,7.1,4.3,1.5,78.8,1015.7,0.0,0.0
2016-03-02,7.5,5.0,2.5,83.9,1002.4,0.0,0.0
2016-03-03,8.0,3.5,4.4,87.6,1002.4,0.0,0.6
2016-03-04,8.0,3.6,4.0,91.8,1005.1,0.5,0.0
2016-03-05,8.0,4.5,2.5,83.9,1003.7,0.0,0.0
2016-03-06,7.9,4.9,5.0,85.1,996.7,0.3,0.0
2016-03-07,5.4,3.8,4.9,77.9,1004.3,0.0,0.0
2016-03-08,4.9,3.4,3.8,86.9,1011.1,0.0,0.0
2016-03-09,7.4,2.5,3.3,87.0,1016.9,0.0,0.0
2016-03-10,6.6,4.3,3.0,81.8,1022.2,0.0,0.0
2016-03-11,8.0,5.1,3.2,86.9,1026.7,0.0,0.0
2016-03-12,8.0,4.5,2.3,86.0,1030.7,0.0,0.0
2016-03-13,3.8,3.8,2.9,81.6,1035.2,0.0,0.0
2016-03-14,7.4,4.1,2.3,87.6,1029.9,3.3,0.2
2016-03-15,6.3,5.0,3.5,80.1,1027.2,0.0,0.0
2016-03-16,1.6,2.0,1.9,79.3,1033.2,0.0,0.0
2016-03-17,4.4,3.1,4.0,84.3,1022.8,0.0,0.0
2016-03-18,6.4,4.5,3.9,72.6,1013.4,0.0,0.0
2016-03-19,5.5,4.8,3.4,65.4,1014.1,0.0,0.0
2016-03-20,5.8,3.9,5.2,74.0,1007.8,0.0,0.0
2016-03-21,6.0,4.1,5.5,75.5,1005.4,0.0,0.3
2016-03-22,4.5,3.5,3.3,78.8,1005.6,0.3,0.0
2016-03-23,5.4,3.4,2.5,69.3,1007.6,0.0,0.0
2016-03-24,5.8,2.8,3.5,70.6,1010.3,0.0,0.0
2016-03-25,6.9,2.9,5.2,72.6,1010.3,0.0,3.3
2016-03-26,7.4,2.9,5.3,89.5,1014.3,0.0,0.1
2016-03-27,4.4,6.8,6.4,74.9,1014.3,0.0,0.0
2016-03-28,2.0,4.9,8.1,65.9,1008.1,0.0,0.5
2016-03-29,6.9,4.9,8.8,79.3,1002.1,2.8,10.3
2016-03-30,4.9,3.6,6.1,84.5,1007.4,0.9,0.7
2016-03-31,6.3,3.3,5.4,80.9,1010.4,0.2,0.0
2016-04-01,4.0,4.0,4.3,73.5,1015.2,0.0,0.0
2016-04-02,3.4,2.5,6.1,62.4,1023.5,0.0,0.0
2016-04-03,4.9,4.0,9.4,53.9,1016.8,0.0,0.0
2016-04-04,6.4,3.8,12.5,55.1,1010.0,0.0,0.0
2016-04-05,5.8,3.4,15.6,51.8,1005.3,0.0,4.3
2016-04-06,6.3,3.5,11.6,67.8,1004.8,0.0,0.0
2016-04-07,4.4,3.9,9.5,70.9,1007.1,0.3,0.4
2016-04-08,3.8,3.1,7.7,71.9,1009.9,0.0,0.0
2016-04-09,5.1,2.9,6.8,76.6,1010.6,0.0,0.0
2016-04-10,5.6,6.8,7.1,78.6,1014.3,0.0,0.0
2016-04-11,2.1,5.8,7.3,78.0,1017.2,0.0,0.0
2016-04-12,6.0,3.0,8.7,80.5,1012.0,0.0,1.0
2016-04-13,7.9,2.8,7.4,94.0,1005.7,0.4,0.0
2016-04-14,5.1,3.6,6.4,83.3,1007.1,0.0,0.0
2016-04-15,4.6,3.1,7.9,62.5,1007.6,0.0,0.0
2016-04-16,5.6,5.1,12.7,71.1,1002.3,0.4,0.4
2016-04-17,5.0,3.1,8.5,87.5,1004.7,3.6,0.0
2016-04-18,4.0,5.4,8.2,58.8,1013.6,0.0,0.0
2016-04-19,6.4,7.4,8.8,58.1,1012.4,1.2,0.0
2016-04-20,2.4,4.5,7.8,74.0,1019.2,0.0,0.0
2016-04-21,2.6,4.1,8.7,64.4,1018.4,0.0,0.0
2016-04-22,3.9,5.1,7.9,68.8,1010.6,0.0,0.0
2016-04-23,4.9,2.6,6.2,70.5,1007.0,1.6,0.0
2016-04-24,5.5,3.0,5.6,77.4,1003.9,0.0,0.2
2016-04-25,4.3,2.3,4.3,77.0,1005.8,0.0,0.0
2016-04-26,3.1,4.0,5.8,70.4,1002.6,0.0,1.2
2016-04-27,5.5,5.3,6.7,66.8,1005.0,0.0,0.0
2016-04-28,5.5,4.6,7.2,65.0,1010.8,0.0,0.0
2016-04-29,1.0,4.1,7.6,69.1,1020.7,0.0,0.0
2016-04-30,1.9,4.6,9.0,72.6,1022.5,0.0,0.0
2016-05-01,5.4,2.9,9.1,82.5,1023.5,0.0,0.0
2016-05-02,0.6,3.6,9.5,79.3,1023.6,0.0,0.0
2016-05-03,1.8,3.3,10.9,76.1,1017.2,0.0,0.0
2016-05-04,3.4,4.4,10.9,74.5,1021.5,0.0,0.0
2016-05-05,0.5,3.6,11.0,71.4,1025.6,0.0,0.0
2016-05-06,0.1,4.3,11.8,67.3,1023.1,0.0,0.0
2016-05-07,0.6,4.1,13.1,71.6,1021.0,0.0,0.0
2016-05-08,1.5,4.6,15.3,64.3,1022.0,0.0,0.0
2016-05-09,2.9,3.3,15.8,68.5,1021.6,0.0,0.0
2016-05-10,0.9,2.8,17.3,62.0,1018.5,0.0,2.3
2016-05-11,3.9,4.5,15.0,75.0,1013.7,4.0,0.0
2016-05-12,3.9,5.3,12.9,80.5,1007.4,0.0,3.8
2016-05-13,5.0,4.0,13.7,89.1,999.8,3.3,0.0
2016-05-14,5.5,4.4,12.5,76.8,999.1,0.0,0.0
2016-05-15,4.0,4.6,9.0,72.9,1003.9,1.2,0.0
2016-05-16,7.0,5.3,7.7,80.4,1005.8,1.3,0.0
2016-05-17,7.1,3.6,8.2,85.3,1008.3,8.2,0.0
2016-05-18,5.8,1.8,10.4,79.0,1011.1,0.0,0.0
2016-05-19,3.6,2.5,12.8,70.4,1012.4,0.0,0.0
2016-05-20,4.8,2.0,16.1,65.3,1013.8,0.0,0.0
2016-05-21,5.1,2.4,14.6,74.9,1016.0,0.0,0.0
2016-05-22,3.4,2.6,17.4,71.0,1015.3,0.0,0.0
2016-05-23,1.1,4.8,20.7,62.0,1011.0,0.0,0.0
2016-05-24,1.0,3.4,19.3,60.6,1009.5,0.0,0.0
2016-05-25,3.0,3.5,15.7,79.3,1010.5,0.0,0.0
2016-05-26,6.4,2.9,12.3,83.1,1015.3,0.0,0.0
2016-05-27,5.1,2.6,15.4,82.9,1016.5,0.8,0.4
2016-05-28,6.0,2.4,17.4,84.0,1015.6,0.3,0.0
2016-05-29,5.1,3.3,21.7,67.6,1012.3,0.3,0.0
2016-05-30,4.6,4.5,20.9,72.3,1010.6,0.0,0.0
2016-05-31,6.5,3.8,19.8,79.4,1011.6,0.7,0.7
2016-06-01,5.3,3.9,20.3,79.6,1013.1,6.3,0.1
2016-06-02,4.8,3.6,21.0,73.8,1013.6,0.0,0.0
2016-06-03,1.6,3.3,21.0,71.3,1012.8,0.0,0.0
2016-06-04,2.6,4.3,18.2,71.0,1012.9,0.0,0.0
2016-06-05,2.6,5.0,15.8,59.0,1017.4,0.0,0.0
2016-06-06,3.1,4.8,14.2,51.0,1023.2,0.0,0.0
2016-06-07,1.4,2.3,13.6,60.4,1023.6,0.0,0.0
2016-06-08,3.5,4.9,16.6,64.3,1014.1,0.2,0.0
2016-06-09,3.0,4.5,14.2,51.1,1013.9,0.0,0.0
2016-06-10,5.1,5.1,12.4,70.5,1005.4,0.0,0.1
2016-06-11,2.9,4.3,12.5,62.6,1010.5,0.0,0.0
2016-06-12,2.3,3.6,12.3,66.8,1012.5,0.0,0.0
2016-06-13,7.0,4.5,13.9,71.3,1007.2,0.0,0.2
2016-06-14,6.4,3.5,17.8,61.3,1001.3,0.0,0.0
2016-06-15,4.1,3.1,15.5,77.4,1000.4,0.0,1.8
2016-06-16,5.6,3.4,17.5,74.5,1002.3,0.1,3.2
2016-06-17,6.8,4.6,17.1,85.3,997.1,24.8,1.5
2016-06-18,5.4,4.6,17.6,72.3,1010.1,0.0,2.6
2016-06-19,2.5,2.9,17.8,75.5,1018.2,0.0,0.0
2016-06-20,5.6,2.9,14.9,79.1,1020.1,1.8,2.7
2016-06-21,6.3,3.8,17.1,82.5,1017.9,0.1,0.0
2016-06-22,3.1,2.8,18.8,75.3,1023.9,0.0,0.0
2016-06-23,1.4,3.0,22.8,67.6,1023.8,0.0,0.0
2016-06-24,0.5,3.8,24.2,70.8,1018.7,0.0,0.0
2016-06-25,3.4,3.5,25.3,71.5,1012.9,0.0,7.8
2016-06-26,5.0,3.6,20.5,83.0,1011.7,0.0,4.3
2016-06-27,4.6,2.5,18.5,67.9,1015.3,0.0,0.0
2016-06-28,5.8,2.0,19.4,69.6,1014.7,0.2,0.0
2016-06-29,5.9,2.5,19.3,70.5,1012.5,0.0,0.0
2016-06-30,4.5,2.1,19.6,74.6,1012.5,0.0,0.0
2016-07-01,4.0,2.8,21.9,69.8,1013.7,0.0,0.0
2016-07-02,4.3,3.8,22.5,72.6,1010.9,6.0,2.4
2016-07-03,5.6,3.0,16.8,76.5,1015.3,0.0,0.0
2016-07-04,3.5,3.9,15.4,67.1,1017.0,0.4,0.0
2016-07-05,4.8,2.6,17.7,62.8,1012.2,0.0,2.1
2016-07-06,6.5,4.8,15.4,83.4,1002.3,2.9,4.8
2016-07-07,4.8,6.4,16.4,69.9,1012.1,0.0,0.0
2016-07-08,5.9,3.4,17.5,72.0,1013.0,0.0,3.3
2016-07-09,6.3,4.1,17.4,78.5,1009.4,0.0,0.0
2016-07-10,5.6,2.6,18.3,81.5,1011.6,0.8,0.0
2016-07-11,5.3,2.6,20.6,80.5,1006.2,2.2,0.0
2016-07-12,5.8,2.9,20.4,71.0,1009.3,0.0,0.0
2016-07-13,5.1,3.0,18.5,75.4,1010.5,0.0,3.3
2016-07-14,7.4,5.6,17.5,87.1,1006.0,30.1,36.9
2016-07-15,6.5,5.8,17.4,75.3,1009.1,0.0,0.0
2016-07-16,3.8,2.8,16.8,73.8,1019.7,0.0,0.0
2016-07-17,4.9,3.1,16.5,77.9,1016.2,0.0,0.0
2016-07-18,5.8,2.8,16.7,76.3,1014.9,0.0,0.0
2016-07-19,3.3,3.6,17.7,78.0,1017.2,0.0,0.0
2016-07-20,1.3,2.9,17.8,74.8,1018.2,0.0,0.0
2016-07-21,2.3,3.1,18.5,77.9,1015.7,0.0,0.0
2016-07-22,6.6,3.4,18.1,88.5,1016.2,0.3,0.0
2016-07-23,5.8,3.1,19.2,84.0,1018.8,0.0,0.0
2016-07-24,6.8,2.0,19.1,82.3,1019.6,0.0,0.0
2016-07-25,2.9,2.8,21.0,84.8,1017.1,0.0,0.0
2016-07-26,3.6,3.1,20.8,85.1,1016.6,0.0,0.0
2016-07-27,4.8,3.3,21.3,73.3,1016.5,0.0,0.4
2016-07-28,5.4,2.5,20.7,86.9,1012.7,0.0,0.0
2016-07-29,5.3,2.1,19.7,84.0,1010.7,5.8,0.1
2016-07-30,4.3,2.9,20.0,81.9,1009.2,0.0,2.9
2016-07-31,5.8,3.0,19.5,82.5,1010.5,0.0,6.5
2016-08-01,5.9,2.9,17.9,81.6,1011.1,5.0,0.0
2016-08-02,4.4,2.9,16.5,78.4,1014.4,1.3,0.3
2016-08-03,5.8,4.3,17.0,79.8,1012.6,0.0,3.6
2016-08-04,6.5,3.8,21.9,79.4,1009.2,0.0,0.2
2016-08-05,7.0,3.0,18.5,90.0,1012.2,4.8,7.9
2016-08-06,6.8,3.9,17.3,83.3,1017.3,0.3,1.6
2016-08-07,4.3,4.6,17.2,70.4,1020.1,0.0,0.0
2016-08-08,5.8,4.0,20.4,68.1,1014.7,0.0,3.8
2016-08-09,5.6,2.6,17.1,73.0,1014.5,0.0,0.0
2016-08-10,4.6,2.4,14.3,70.3,1014.7,0.0,0.0
2016-08-11,3.6,3.9,12.8,72.1,1016.5,0.1,0.0
2016-08-12,6.4,2.9,15.4,67.3,1019.0,0.0,0.6
2016-08-13,6.6,4.1,18.6,77.8,1016.1,0.3,1.7
2016-08-14,4.6,4.4,17.3,72.8,1016.5,0.0,0.0
2016-08-15,2.4,3.6,16.6,75.4,1017.8,0.0,0.0
2016-08-16,4.1,4.3,16.7,72.1,1014.7,0.1,0.2
2016-08-17,6.9,3.6,15.1,85.8,1010.9,5.8,4.2
2016-08-18,7.0,3.6,14.8,91.3,1006.7,0.9,0.1
2016-08-19,4.8,3.0,17.2,80.3,1011.2,0.0,0.0
2016-08-20,3.6,3.3,19.9,69.5,1013.5,0.0,0.0
2016-08-21,6.6,2.6,18.6,89.4,1014.1,8.7,2.1
2016-08-22,4.9,1.5,17.4,87.4,1020.9,0.0,0.0
2016-08-23,5.0,2.8,16.3,93.4,1022.9,4.4,0.0
2016-08-24,3.4,2.1,17.0,88.6,1025.7,0.0,0.1
2016-08-25,0.9,2.9,18.5,79.8,1024.4,0.0,0.0
2016-08-26,0.6,5.3,21.0,66.8,1019.7,0.0,0.0
2016-08-27,1.6,3.4,18.8,79.1,1019.1,0.0,0.0
2016-08-28,1.5,2.6,22.0,71.8,1014.9,0.0,0.1
2016-08-29,4.8,4.5,20.1,73.0,1010.2,0.0,0.0
2016-08-30,3.8,4.4,16.3,75.1,1019.1,0.0,0.0
2016-08-31,1.8,2.6,17.0,83.1,1021.9,0.0,0.0
2016-09-01,1.3,3.0,18.9,70.1,1018.0,0.0,0.0
2016-09-02,4.1,2.6,16.8,80.1,1017.1,0.0,0.0
2016-09-03,6.3,3.3,18.3,75.3,1013.8,0.0,0.3
2016-09-04,7.8,2.0,15.5,92.8,1009.1,7.7,1.7
2016-09-05,6.1,3.9,16.9,80.1,1012.8,0.0,0.0
2016-09-06,3.3,2.8,17.1,77.8,1025.3,0.0,0.0
2016-09-07,1.5,2.3,17.5,77.4,1023.2,0.0,0.0
2016-09-08,0.9,2.0,17.2,80.4,1016.4,0.0,0.0
2016-09-09,1.3,2.0,20.4,82.1,1014.3,0.0,0.0
2016-09-10,4.6,1.6,18.4,91.5,1017.0,0.0,0.0
2016-09-11,4.0,1.8,19.4,89.3,1017.6,0.0,0.0
2016-09-12,0.0,2.1,18.7,92.0,1020.8,0.0,0.0
2016-09-13,1.0,3.1,19.1,81.3,1020.9,0.1,0.0
2016-09-14,2.4,2.9,17.3,82.4,1020.3,0.0,0.0
2016-09-15,0.0,2.1,16.2,80.6,1018.8,0.0,0.0
2016-09-16,0.5,2.9,16.3,83.4,1015.6,0.0,0.0
2016-09-17,2.4,4.4,16.9,74.0,1016.0,0.0,0.0
2016-09-18,3.6,5.4,14.1,63.6,1018.7,0.0,0.0
2016-09-19,4.6,3.3,13.9,60.0,1018.1,0.0,0.0
2016-09-20,6.9,3.3,15.4,72.9,1016.0,1.0,0.0
2016-09-21,2.9,3.0,13.7,70.5,1019.7,0.0,0.2
2016-09-22,4.6,3.4,14.2,77.9,1020.0,3.4,0.1
2016-09-23,5.0,3.3,13.6,82.9,1019.2,0.0,0.6
2016-09-24,4.3,3.6,14.3,77.4,1021.3,0.0,0.0
2016-09-25,4.1,1.8,12.2,85.3,1024.1,0.0,0.1
2016-09-26,2.1,2.8,11.5,80.0,1025.0,0.0,0.0
2016-09-27,0.1,2.5,9.8,78.9,1026.9,0.0,0.0
2016-09-28,6.3,4.1,11.5,87.1,1017.0,1.8,0.0
2016-09-29,6.0,3.6,16.9,79.8,1010.1,0.0,0.0
2016-09-30,5.9,4.0,15.7,68.9,1009.1,0.0,0.5
2016-10-01,4.6,3.1,12.9,84.6,1012.3,1.1,4.8
2016-10-02,5.5,2.6,15.4,84.5,1010.3,0.0,0.1
2016-10-03,7.5,3.8,13.5,89.0,1019.9,1.6,0.0
2016-10-04,5.1,9.5,12.3,62.9,1029.7,0.1,3.4
2016-10-05,7.1,11.4,10.5,72.0,1024.0,0.5,0.0
2016-10-06,7.1,7.4,9.4,86.5,1018.7,3.0,0.1
2016-10-07,7.9,3.3,7.8,91.9,1017.6,4.1,0.3
2016-10-08,7.1,3.8,9.1,85.5,1016.5,1.8,5.6
2016-10-09,7.0,2.5,7.5,86.9,1018.9,0.0,0.0
2016-10-10,7.9,2.4,8.6,93.8,1021.4,0.7,0.0
2016-10-11,7.3,4.9,7.0,83.1,1023.2,0.0,0.0
2016-10-12,7.1,5.1,7.2,83.1,1025.2,0.0,0.0
2016-10-13,7.0,4.3,6.7,77.8,1026.4,0.0,0.0
2016-10-14,4.0,3.3,5.8,82.0,1025.6,0.0,0.0
2016-10-15,4.8,4.9,3.7,84.9,1023.5,0.0,0.0
2016-10-16,3.1,5.0,5.0,74.3,1029.4,0.0,0.0
2016-10-17,4.3,5.4,5.9,71.9,1029.9,0.0,0.0
2016-10-18,7.5,5.0,8.1,79.4,1022.3,0.0,0.0
2016-10-19,8.0,5.0,8.5,92.1,1016.9,0.0,0.8
2016-10-20,8.0,4.5,8.3,92.9,1017.9,0.7,13.5
2016-10-21,8.0,5.3,5.7,92.6,1016.5,0.2,3.9
2016-10-22,8.0,4.6,5.9,94.1,1014.6,0.0,0.0
2016-10-23,7.9,4.3,7.0,93.5,1019.1,1.3,0.0
2016-10-24,8.0,4.5,7.4,91.4,1019.8,0.6,0.6
2016-10-25,7.1,2.6,7.7,96.0,1018.1,1.0,0.2
2016-10-26,6.0,2.8,6.2,82.4,1026.5,0.0,0.0
2016-10-27,7.3,3.9,7.0,89.6,1027.8,0.0,0.0
2016-10-28,5.8,6.5,10.2,86.1,1019.3,0.3,0.0
2016-10-29,1.9,6.8,9.1,69.9,1016.8,0.0,0.0
2016-10-30,4.3,5.8,8.2,73.9,1019.8,1.1,0.0
2016-10-31,5.1,3.9,7.4,79.6,1022.7,0.3,1.3
2016-11-01,6.4,4.4,6.3,94.5,1013.3,4.9,0.1
2016-11-02,5.4,7.3,5.1,87.1,998.8,2.4,12.8
2016-11-03,6.4,7.0,4.2,83.1,1009.9,1.8,0.1
2016-11-04,7.0,3.9,2.5,92.6,1014.9,3.5,0.1
2016-11-05,7.6,5.4,3.8,92.4,1006.3,2.0,8.5
2016-11-06,6.1,3.6,5.4,89.5,996.7,0.0,2.1
2016-11-07,7.0,3.9,4.0,84.9,1000.9,5.1,0.1
2016-11-08,5.8,3.3,0.7,88.5,1009.5,0.0,0.0
2016-11-09,7.3,2.9,1.1,92.8,1008.7,0.4,0.0
2016-11-10,6.8,2.1,1.1,90.1,1008.8,0.0,0.0
2016-11-11,6.6,2.6,1.3,82.3,1017.9,0.1,0.0
2016-11-12,4.9,2.8,0.8,88.1,1026.0,0.0,0.0
2016-11-13,5.3,3.9,3.9,75.9,1027.8,0.0,0.0
